"title","tag","serving","ingredients","rating","time","instructions","link"
"Sweet and Sour Fish","Seafood,Fresh Ginger,Mirin,Rice Wine,Scallion,Sea Bass,Tomato Paste,White Vinegar,Dinner,Main Course","Yield: 2 servings","For the Sauce
6
tablespoons white vinegar
3
tablespoons tomato paste
1½
tablespoons mirin
½
tablespoon soy sauce
1
bird’s-eye chile, seeded and finely minced
For the Fish
1
whole (1½-pound) striped sea bass (or white-fleshed fish), cleaned and gutted
½
cup michiu (Taiwanese rice wine) or cooking sake
2
scallions, chopped
1
(2-inch) piece fresh ginger, unpeeled and sliced
¼
cup plus ½ tablespoon thick sweet potato starch (see Tip) or cornstarch
3
cups olive oil
½
medium red bell pepper, halved, seeded and cut into 1-inch squares
½
medium yellow bell pepper, halved, seeded and cut into 1-inch squares
1
small cucumber, cut into 1-inch squares
½
small yellow onion, sliced
½
teaspoon fine sea salt
⅛
teaspoon white pepper

Chopped cilantro, for garnish","0 user ratings","45 minutes","Step 1
Make the sauce: In a medium bowl, combine 1 cup water with the vinegar, tomato paste, mirin, soy sauce and chile. Stir to combine; set aside.
Step 2
Prepare the fish: In a medium baking dish, place the sea bass and pour the rice wine over. Stuff the scallions and ginger into the belly of the fish and let rest for 20 minutes, turning occasionally.
Step 3
Discard the ginger, scallions and rice wine. Holding the knife at an angle, slice three parallel diagonal slashes crosswise on both sides of the fish, deep enough so that they reach the center bone. Next, slice three slashes lengthwise on both sides of the fish, creating a grid pattern.
Step 4
Put ¼ cup of the sweet potato starch on a plate. Press the fish into the starch until both sides are fully coated; rub the starch into the cuts.
Step 5
In a wok set over medium-high heat, heat the oil until it reaches 320 degrees on an instant-read thermometer. Shake off any excess starch on the fish. Slide in the fish and cook, flipping twice, until it’s crispy with a golden-brown crust, 5 to 7 minutes. To check if the fish is done, pierce the thickest part of the fish with a chopstick. If it slides right through, it’s done. Turn off the heat. Transfer the fish to a paper towel-lined plate to drain. Safely discard the oil, reserving 1 tablespoon of the oil in the wok.
Step 6
Heat the wok over high and add the chopped red bell pepper, yellow bell pepper, cucumber, onions, salt and white pepper. Cook, stirring often, until the vegetables are vibrant and fragrant, about 2 minutes. Pour in the sauce and bring to a boil. Reduce the heat to medium and rapidly simmer until the sauce is slightly thickened and the bell peppers are soft, 3 to 4 minutes.
Step 7
In a small bowl, whisk the remaining ½ tablespoon sweet potato starch with ½ tablespoon water to form a slurry. Immediately pour the slurry slowly into the wok, stirring so that it’s incorporated completely. The sauce will thicken and begin to glisten. Turn off the heat.
Step 8
Arrange the fried fish on a large rimmed serving plate and pour the sauce with the vegetables over the fish. Garnish with the cilantro; enjoy while hot.
Thick sweet potato starch is coarse, similar to panko bread crumbs but a bit finer. It will give the fish a particularly crispy, crunchy texture.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024040-sweet-and-sour-fish"
"Egg and Onion","Jewish,Dips And Spreads,Egg,Egg Dish,Polish,Yellow Onion,Breakfast,Lunch,Quick,Weeknight,Appetizer,Main Course,Vegetarian","Yield: 6 servings","1½
large yellow onions, peeled and roughly chopped into ½-inch dice
½
cup vegetable oil or chicken fat
6
large eggs

Sea salt and freshly ground black pepper

Chopped tarragon, chives or parsley, for garnish","193 user ratings","30 minutes","Step 1
Put the onions and oil in a large frying pan and cook over medium heat, stirring occasionally, for about 20 minutes, or until the onions are golden brown and very soft.
Step 2
Meanwhile, put the eggs in a medium saucepan, cover with cold water and bring to a boil. Reduce to a simmer and cook for 8 minutes, until hard-boiled. Drain the eggs and run under cold water until cool enough to handle. Next, tap each egg on the side of the sink until cracked all over, then peel under cold running water. Transfer the peeled eggs to a medium serving bowl. Coarsely mash the eggs with a fork.
Step 3
When the onions are caramelized, transfer them to the eggs with a slotted spoon, leaving most of the oil in the pan. Gently mix with your hands or a fork or spoon; you should still be able to distinguish the egg bits from the onions. Season generously with salt and pepper. If the mixture seems too dry, add a little oil from the pan. The mixture should stick together if pressed with your fingers, but should not be oily. Sprinkle with herbs before serving warm or at room temperature.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024027-egg-and-onion"
"Chicken Rice With Shallot Sauce","Chinese,Poultry,Fresh Ginger,Jalapeno,Lime,Shallot,Whole Chicken,Dinner,Main Course","Yield: 4 servings","1
whole (3- to 4-pound) chicken
1
(2-inch) piece fresh ginger, unpeeled and sliced
3
scallions, tied into a knot
3
small shallots, halved and thinly sliced
1
fresh red jalapeño, sliced
1½
tablespoons ground bean sauce
1
tablespoon granulated sugar
2
limes
1
tablespoon light soy sauce
1
teaspoon sesame oil

Cooked jasmine rice, for serving","15 user ratings","1½ hours","Step 1
In a large lidded pot, combine the chicken, ginger, scallions and enough water to cover the chicken by 1 inch. Bring to a rolling boil over medium-high heat, about 25 minutes. Once the water comes to a boil, turn off the heat, cover the pot with a tight-fitting lid, and let the chicken sit, undisturbed, until an instant-read thermometer inserted into the thickest part of the breast registers at least 165 degrees, about 40 minutes. Reserve 1 teaspoon of the chicken broth and set aside. (Save the remaining chicken broth for another use.)
Step 2
Prepare a large ice bath. Remove the chicken from the pot and immediately transfer to the ice bath to cool completely, about 10 minutes. Remove the chicken and set aside for later.
Step 3
Make the shallot sauce: In a bowl, combine the shallots, jalapeño, ground bean sauce, sugar and 1 tablespoon water. Cut the limes in half and squeeze their juice into the shallot mixture; stir to combine.
Step 4
Carve the chicken, leaving the skin on: Remove the legs and then separate the drumstick and thighs. Cut the breastbone in half and remove the breasts from the carcass; slice crosswise into nice clean slabs. Remove the wings and pull off any remaining meat from the bones. Arrange the meat on a platter. In a small bowl, combine the light soy sauce, sesame oil and the reserved chicken broth; drizzle over the chicken.
Step 5
Enjoy the chicken over rice; serve with the shallot sauce on the side.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024039-chicken-rice-with-shallot-sauce"
"Vegan Sopa de Maní (Bolivian Peanut Soup)","South American,Cilantro,Cumin,Green Bell Pepper,Nutritional Yeast,Parsley,Pea,Peanut,Penne,Serrano,Soup,Yukon Gold Potato,Dinner,Lunch,Main Course,Vegan","Yield: 4 to 6 servings (about 3½ quarts)","For the Toasted Noodles
½
cup/about 2 ounces penne rigate or any thin, tube-shaped pasta
For the Peanut Purée
2
cups/9 ounces blanched raw peanuts
For the Soup
2
tablespoons olive oil
2
medium carrots, diced
2
celery stalks, diced
1
medium yellow onion, diced
1
small green bell pepper, diced
1
dried bay leaf
6½
cups water or vegetable stock (store-bought or homemade), plus more if necessary
3
garlic cloves
1
small serrano chile, minced
2
(9-gram) cubes vegan “chicken” bouillon (such as Edward & Sons Not-Chick’n Bouillon)
2
(10-gram) cubes vegetable bouillon (such as Knorr Vegetarian Vegetable Bouillon)
1½
teaspoons coarse kosher salt
1
teaspoon ground cumin
1
teaspoon dried quilquiña (see Tip) or dried cilantro
1
teaspoon locoto powder (optional; see Tip)
¼
teaspoon nutritional yeast
1
lightly packed cup flat-leaf parsley leaves, finely chopped, plus more for garnish
1
packed cup cilantro leaves and tender stems, finely chopped
1
medium Yukon Gold potato, diced
5
ounces fresh or frozen green peas (rinsed if frozen)

Homemade or store-bought fried matchstick potatoes (optional; see Tip), for garnish","48 user ratings","1½ hours","Step 1
Prepare the noodles: Toast the penne in a dry, shallow pan, without oil, over medium heat. (Be careful not to overcrowd the pan, or the noodles won’t toast evenly; separate into batches if necessary.) Using a spatula or tongs, move the penne back and forth so they toast on all sides, until they are just a shade shy of golden, 4 to 6 minutes. Remove from the heat and keep stirring as the noodles continue to darken. Set aside.
Step 2
Make the peanut purée: In a blender, purée the peanuts and 1½ cups water, starting on low speed and increasing the speed as needed. Add another 1 cup water and blend until creamy. Set aside.
Step 3
Prepare the soup: Heat the oil in a 6-quart (or larger), heavy-bottomed pot over medium. Add the carrots, celery, onion, green bell pepper and bay leaf and cook, stirring occasionally, until the onion is translucent, 5 to 10 minutes.
Step 4
Add the water or stock, peanut purée, garlic, serrano chile, both types of bouillon cubes, salt, cumin, dried quilquiña, locoto powder (if using) and nutritional yeast, plus half the parsley and half the cilantro. Stir until well mixed.
Step 5
Bring to a low boil while stirring constantly, so the peanut purée doesn’t stick to the bottom of the pot. Continue to cook at a low boil, stirring frequently, for 7 minutes. (Keep an eye on the pot, as the soup can boil over quickly.) Add the potato and the toasted pasta then reduce the heat and let simmer until the potato is cooked through and the pasta is just tender, 10 to 12 minutes, stirring in the peas and the remaining parsley and cilantro halfway through. (The soup should have some body, but should not be as thick as a chowder. If necessary, add a little more water or vegetable stock to thin it to the desired consistency.) Discard the bay leaf.
Step 6
Serve the soup in bowls and top with the matchstick potatoes, if using, and parsley to taste, for a touch of brightness and color.
Quilquiña (also known as Bolivian coriander and papalo) is an aromatic herb with a taste akin to cilantro, but stronger. Locoto (also known as rocoto) powder is made from locoto chiles, which are fruity and more potent than jalapeños, ranging in heat level from cayenne to habanero. Quilquiña and locoto powder can be found in Latin markets or ordered from specialty grocers online.
To make matchstick potatoes, julienne 1 peeled russet potato and fry in ½ inch neutral oil over medium-high heat until golden brown and crisp, turning occasionally, 3 to 4 minutes. Dust with salt.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024087-vegan-sopa-de-mani-bolivian-peanut-soup"
"One-Pot Ginger Salmon and Rice","Seafood,Salmon,Dinner,Easy,Weeknight,Main Course,Fall,Spring,Summer","Yield: 3 to 4 servings","1½
cups sushi rice (short-grain white rice, rinsed well

About 5 grams toasted nori seaweed, crushed into small pieces (2 sheets or one .17-ounce snack pack)
1
tablespoon soy sauce, plus more for serving

Salt
1
pound skinless salmon, cut into 1-inch cubes
1
(1-inch) piece of fresh ginger, finely grated (about 1 tablespoon)
1
lemon, zested and cut into wedges
1
bunch asparagus, trimmed and sliced ½-inch thick

Any combination of fresh herbs (such as cilantro, parsley, shiso), sliced scallions, crushed nori and toasted sesame seeds (all optional), for serving","12 user ratings","50 minutes","Step 1
In a medium pot, combine 2½ cups water with the rice, nori, soy sauce and a pinch of salt. Cover and bring mixture to a boil over medium-high. Once mixture comes to a boil, stir, cover, reduce heat to low and simmer until the rice is tender, 18 to 20 minutes.
Step 2
Meanwhile, in a medium bowl, stir together the salmon, ginger and lemon zest. Season with salt.
Step 3
Gently fold the asparagus into the rice. If you notice the rice is dry or sticking to the pot, add 2 to 4 tablespoons of water. Add the salmon mixture on top of the rice, cover, and cook on low until the salmon is just cooked through and the asparagus is crisp-tender, 10 to 12 minutes. Turn off heat, and let rest, covered, 10 minutes. Serve with a squeeze of lemon and more soy sauce, plus herbs, scallions, nori and/or sesame seeds as desired.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024085-one-pot-ginger-salmon-and-rice"
"Romesco Egg Salad","Almond,Egg,Roasted Red Pepper,Breakfast,Brunch,Lunch,Snack,Weeknight,Main Course,Spring,Summer,Vegetarian","Yield: 3 to 4 servings","8
large eggs
⅓
cup extra-virgin olive oil
2
tablespoons sherry vinegar or red wine vinegar
½
teaspoon smoked paprika
1
small garlic clove, finely grated
½
cup coarsely chopped jarred, roasted red peppers

Salt and pepper
⅓
cup roasted, salted almonds, coarsely chopped, plus more for garnish
¼
cup coarsely chopped parsley leaves and stems, plus more for garnish","130 user ratings","25 minutes","Step 1
Bring a large pot of water to a boil, then gently add the eggs and simmer for 9½ minutes. Transfer to an ice bath to cool. (Eggs can be boiled and refrigerated up to 3 days ahead.)
Step 2
In a large bowl, stir together the olive oil, vinegar, smoked paprika, garlic and red peppers. Season with salt and pepper.
Step 3
Peel the eggs, then cut each into 8 pieces by quartering each lengthwise, then halving the wedges crosswise. Add the eggs, almonds and parsley to the bowl, season generously with salt and pepper and stir gently to combine. Taste an egg and add more salt and pepper until you can taste each element vividly. For a creamier, scoopable salad, mash the egg with your spoon or fork, then stir vigorously; as the yolks mix with the oil, they’ll bind the salad together. Garnish with more almonds, parsley and black pepper as desired. While best eaten shortly after it’s made, salad will keep refrigerated for up to 3 days.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023873-romesco-egg-salad"
"Carrot Risotto With Chile Crisp","Arborio Rice,Carrot,Chile Crisp,Dinner,Main Course,Fall,Spring,Winter,Vegetarian","Yield: 4 servings","2¼
pounds carrots, peeled
2
tablespoons store-bought or homemade chile crisp, plus more for serving

Kosher salt (such as Diamond Crystal) and black pepper
5
cups chicken or vegetable stock
4
tablespoons unsalted butter
1
large shallot, minced
3
garlic cloves, finely chopped
½
teaspoon ground coriander
½
cup dry white wine
1½
cups/10 ounces arborio rice
2½
ounces finely grated Parmesan (about 1¼ cups, packed), plus more for serving (optional)","7 user ratings","30 minutes","Step 1
Heat the oven to 400 degrees. Prep the carrots: If you’ve got a food processor, roughly chop ¾ pound carrots. Add them to the bowl of your food processor; pulse until they form very small, confetti-like flecks no larger than ¼-inch big ((you should have about 2 cups); set aside. (You can also coarsely grate the carrots using a box grater.) Slice the remaining 1½ pounds carrots on a sharp diagonal about ¼-inch thick; transfer to a baking sheet. Toss the sliced carrots with 2 tablespoons chile crisp. (If your chile crisp is predominantly crunchy bits, you can thin it with a little canola or vegetable oil, if needed.) Season the carrots generously with salt and pepper and bake until tender, about 15 minutes, stirring halfway through.
Step 2
Add the stock to a lidded saucepan (any size that will hold it will do); cover and warm over low.
Step 3
In a medium saucepan, melt 2 tablespoons butter over medium-high heat. Add the uncooked carrots, shallot, garlic and coriander; season generously with salt and pepper. Cook, stirring frequently, until very fragrant, 2 minutes.
Step 4
Add the wine to the carrot mixture and cook, stirring occasionally, until mostly evaporated, about 3 minutes.
Step 5
Stir the rice into the carrot mixture, reduce the heat to medium and cook, stirring, 2 minutes. Add 1 cup warmed stock and cook, stirring frequently, until the liquid is almost absorbed, about 3 minutes. Repeat 4 more times, adding warm liquid and stirring until absorbed.
Step 6
Once the rice is tender and creamy and all the stock has been absorbed, add the cheese and the remaining 2 tablespoons butter; stir vigorously to combine until the risotto feels silky, creamy, luxurious. Season the risotto to taste with salt and pepper.
Step 7
Divide risotto among shallow bowls or plates and top with the roasted carrots. Serve with additional chile crisp, for drizzling on top.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024086-carrot-risotto-with-chile-crisp"
"Muffuletta Chopped Salad","Salads And Dressings,Avocado,Celery,Chickpea,Olive,Pepperoncini,Roasted Red Pepper,Romaine,Dinner,Easy,Lunch,Weeknight,Appetizer,Main Course,Side Dish","Yield: 4 servings","½
cup mixed pitted olives, chopped
1
jarred roasted red bell pepper, cut into ¼-inch pieces
¼
cup extra-virgin olive oil
2
slices provolone cheese, chopped
2
slices salami or soppressata (optional), chopped
2
tablespoons minced shallot
2
tablespoons chopped jarred pickled pepperoncini or cherry peppers
1
tablespoon red wine vinegar
¼
cup coarsely chopped parsley

Salt and black pepper
1
large head romaine (about 1 pound), chopped into 2-inch pieces (10 to 12 cups)
3
celery stalks, thinly sliced
1
(15-ounce) can chickpeas, rinsed
1
avocado, sliced or chopped","0 user ratings","10 minutes","Step 1
In a large bowl, combine olives, bell pepper, oil, cheese, salami (if using), shallot, pepperoncini, vinegar and parsley. Season with salt and pepper, then mix well.
Step 2
Add romaine, celery and chickpeas. Season lightly with salt and pepper, then toss to coat.
Step 3
Divide salad among 4 plates or bowls and top each with avocado. Spoon any remaining vinaigrette on top.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023807-muffuletta-chopped-salad"
"Tofu Milanese ","Broccoli Rabe,Caper,Firm Tofu,Lemon Zest,Parsley,Main Course,Vegetarian","Yield: 4 servings","
Salt and black pepper
1
(14-ounce) package firm tofu
½
cup all-purpose flour
1
egg
½
cup whole milk
2
cups dried bread crumbs, panko or homemade
¼
cup chopped parsley
1
tablespoon roughly chopped drained capers
1
lemon
1
bunch broccoli rabe (about 1 pound)
1¼
cups olive oil
1
garlic clove, minced

Pinch of red-pepper flakes","51 user ratings","35 minutes","Step 1
Bring a large pot of well-salted water to a boil. Drain the liquid from the tofu and cut crosswise into 8 rectangular cutlets. Pat dry and season to taste with salt and pepper.
Step 2
Put flour on a plate. Beat together egg and milk in a shallow medium bowl. Sprinkle bread crumbs on a rimmed baking sheet.
Step 3
Working one at a time, dip a slice of tofu in the flour, lightly coating all sides. Place in the bowl with egg mixture. Lift slice from egg mixture and set on crumbs in a single layer. Shower the top layer with crumbs and flip to coat well. Repeat with remaining slices. If not using right away, refrigerate, uncovered for up to 4 hours, until ready to cook.
Step 4
To a small bowl, add parsley and capers, and zest the lemon over. Mix together, and set aside mixture, reserving the rest of the lemon.
Step 5
Add broccoli rabe to the boiling water and cook for 1 minute. Drain and cool.
Step 6
Heat 2 tablespoons olive oil in a wide 10-inch skillet over medium-high heat. Add garlic and red pepper; let sizzle without browning, about 15 to 30 seconds. Add broccoli rabe and stir to coat. Cook, tossing often, for 3 to 4 minutes, until softened. Pile on a platter.
Step 7
To cook cutlets, wipe out the skillet and, in the same pan, heat ½ inch olive oil (about 1 cup) over medium-high. When oil is wavy, cook the breaded tofu cutlets in 2 batches without crowding until golden and crisp, about 3 minutes per side. Transfer to a paper towel-lined baking sheet and keep warm.
Step 8
To serve, surround the broccoli rabe with tofu cutlets. Stir 2 tablespoons olive oil to parsley-caper mixture. Spoon some onto each cutlet. Slice the lemon into wedges, and serve alongside the cutlet.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024089-tofu-milanese"
"Radicchio-Anchovy Salad","Salads And Dressings,Anchovy,Dijon Mustard,Lemon Juice,Radicchio,Easy,Quick,Appetizer,Winter","Yield: 4 servings","2
tablespoons lemon juice
1
tablespoon Dijon mustard
2
teaspoons chopped anchovy
1
garlic clove, pounded to a paste
3
tablespoons extra-virgin olive oil

Salt and black pepper
1
head radicchio, leaves separated and torn

Grated Parmesan, for serving","14 user ratings","10 minutes","Step 1
Make the dressing: In a small bowl, stir together lemon juice, mustard, anchovy and garlic. Whisk in olive oil. Season lightly with salt and pepper to taste.
Step 2
Place radicchio leaves in a salad bowl. Salt lightly, add half of the dressing and toss. Taste and add more dressing as necessary. Finish with grated Parmesan, if you like.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024088-radicchio-anchovy-salad"
"Kumquat Panna Cotta","Italian,Custards And Puddings,Gelatin,Half,Lemon,Make Ahead,Orange,Plan Ahead,Dessert","Yield: 4 servings","For the Panna Cotta
2
cups/475 milliliters half-and-half
¼
cup/50 grams granulated sugar
2
wide strips of orange or lemon peel
¼
teaspoon fine sea salt
¼
teaspoon almond or vanilla extract
2¼
teaspoons powdered gelatin (1 package)
For the Kumquats
½
cup thinly sliced kumquats, seeds removed
½
cup/100 grams granulated sugar","7 user ratings","30 minutes, plus chilling","Step 1
Make the panna cotta: In a small saucepan, heat the half-and-half over medium-low until it just begins to simmer. Turn off heat. Add sugar, stir to dissolve, then add orange peel, salt and almond extract, and let steep while you prepare the rest of the recipe.
Step 2
Meanwhile, put gelatin in a small bowl and add 3 tablespoons cold water. Let dissolve, mashing with a spoon to prevent lumps, about 5 minutes. Add to the half-and-half mixture and whisk well to incorporate.
Step 3
Strain the mixture through a fine-mesh sieve into a measuring cup with a spout. Pour mixture into 4 (4-ounce) ramekins, tea cups or wine glasses. Cover with plastic wrap and refrigerate until firm, about 3 hours and up to overnight. (It is a good idea to make the panna cotta several hours ahead or up to 2 days in advance.)
Step 4
Make the kumquat sauce: Put kumquats and sugar in a small saucepan over medium-high heat. Add ½ cup water and stir to dissolve. Bring to a rapid simmer, then reduce heat to medium and cook, stirring occasionally, until slices have softened and liquid has reduced to a syrup, about 5 minutes. Cool. (Leftover slices in syrup will keep refrigerated for up to 4 months for future use.)
Step 5
To serve, bring panna cotta to cool room temperature. Spoon a few slices of kumquat and some of the syrup over each portion.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024090-kumquat-panna-cotta"
"Buttermilk Sugar Biscuits","American,Biscuit,Buttermilk,Sugar,Unsalted Butter,Breakfast,Brunch,Snack","Yield: 9 biscuits","1
cup/227 grams cold unsalted butter
3⅓
cups/425 grams all-purpose flour, plus more for rolling
½
cup/100 grams granulated sugar
1
tablespoon baking powder
2½
teaspoons kosher salt (such as Diamond Crystal) or 1¾ teaspoons fine sea salt
1¼
cups/300 grams cold buttermilk

Melted butter and flaky sea salt (both optional), for finishing","207 user ratings","1 hour","Step 1
Heat oven to 375 degrees and line a large sheet pan with parchment paper or foil.
Step 2
Coarsely grate the butter onto a plate, then freeze until cold and hard, at least 10 minutes. Meanwhile, in a large bowl, whisk together the flour, sugar, baking powder and salt. Add the butter to the dry ingredients. Using a spoon, toss together until all of the butter is coated with flour.
Step 3
Add half the buttermilk and toss with the spoon. When incorporated, add the rest of the buttermilk and gently toss again, without mashing together or overmixing, until the dry ingredients are lightly hydrated throughout. The mixture will be crumbly.
Step 4
Flour a clean surface and dump the mixture directly onto it. Using your hands, gently press the crumbs together and then use a floured rolling pin or empty wine bottle to roll the mass gently but firmly into a 1-inch-thick rectangle. Fold the dough in half: Using a bench scraper, lift the top half off the surface and fold it over the bottom half. This step may be crumbly and messy at first, but just go for it and fold what you can down from the top. Repeat this roll-and-fold motion 5 times, flouring the surface and dough as needed and using the bench scraper to straighten the edges as needed. The dough will come together as you roll it. Rotate the mixture after each fold to create a square.
Step 5
Build the final layer: Fold the dough in half one last time, then roll to about 1½ inches thick to create a 6-inch square, using the bench scraper to straighten out the edges.
Step 6
Using the bench scraper or a sharp knife, cut straight down into the square to create a 3-by-3 grid of 9 squares, then place them on your sheet pan, upside down if you’d like taller biscuits. Bake for 25 to 35 minutes, rotating the pan halfway through, until risen, golden brown on top, and slightly pale on the sides. Don’t worry if a couple of the biscuits tip over or if melted butter pools underneath. Brush the tops with melted butter and sprinkle with flaky sea salt, if using.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024061-buttermilk-sugar-biscuits"
