"title","tag","serving","ingredients","rating","time","instructions","link"
"Artichoke Carbonara","Italian,Pastas,Guanciale,Pecorino Romano,Dinner,Quick,Weekday,Main Course","Yield: 4 servings","
Kosher salt and freshly ground black pepper
1
pound spaghetti
4
ounces guanciale or pancetta
2
tablespoons extra-virgin olive oil, plus more for garnish
12
ounces frozen or canned artichoke quarters, defrosted or drained
6
large egg yolks, plus 4 yolks for an optional garnish
¼
cup freshly grated Pecorino Romano, plus more for garnish","1499 user ratings","30 minutes","Step 1
Bring a large pot of salted water to boil. Cook the pasta according to package instructions until al dente.
Step 2
While the pasta cooks, make the sauce: Cut the guanciale into ¼-inch-thick slabs and then 1-inch-long strips. Add 2 tablespoons of olive oil to a large, deep skillet and heat over medium. Add the guanciale, reduce the heat to low and allow the guanciale to render until crisp, stirring occasionally, about 5 minutes. Remove the guanciale from the skillet and reserve. Remove 1 tablespoon of the guanciale drippings to a small bowl and set aside.
Step 3
Add the artichokes to the skillet and cook until warmed, stirring carefully so they do not break apart. Stir in the cooked guanciale.
Step 4
Add the egg yolks, the cheese, 1 teaspoon salt and a few grinds of pepper to the small bowl with the reserved guanciale drippings and stir until combined.
Step 5
Reserve 1 cup of pasta water, then, using tongs, transfer the cooked pasta to the skillet, mixing to incorporate with the artichokes and guanciale.
Step 6
While whisking, slowly drizzle ¼ cup of the reserved pasta water into the egg mixture until combined.
Step 7
Remove the pasta from the heat and add the egg mixture, tossing vigorously to coat. Add more reserved pasta water incrementally until the sauce is smooth and creamy.
Step 8
Divide the pasta among bowls and top with more grated cheese. If desired, place a raw egg yolk on top of each pasta nest. Top with a sprinkle of salt and pepper, and a drizzle of olive oil to finish.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023167-artichoke-carbonara"
"Sichuan Chicken With Chiles","Asian,Main Course","Yield: 4 servings","4
chicken leg quarters (legs and thighs)

Salt
20 to 40
whole dried red chiles
1
red bell pepper, seeded and finely chopped
1
tablespoon chopped garlic
2
tablespoons dry sherry
½
cup chicken stock
2
tablespoons soy sauce","411 user ratings","40 minutes","Step 1
Skin chicken, and cut skin into ½-inch pieces; set aside. Bone chicken, and cut meat into ½-inch pieces; set aside separately.
Step 2
Turn heat under a wok or 10-inch skillet to medium-high and add chicken skin. Cook, stirring occasionally and adjusting heat so skin browns but does not burn, about 10 minutes. Sprinkle with salt, and remove to a bowl, using a slotted spoon.
Step 3
Add chiles and cook, stirring occasionally, until they puff and darken, 3 or 4 minutes. Remove with a slotted spoon to a separate bowl. Add bell pepper and a pinch of salt and cook, stirring occasionally, until it browns, about 5 minutes. Remove and combine with chiles. Add as much chicken meat as will fit in one layer, and cook until browned on one side; season with salt. Stir and cook until browned; remove and repeat with remaining chicken.
Step 4
Add garlic, followed by chicken, peppers and skin. Stir to combine, then add sherry, stock and soy sauce. Cook until mixture is saucy, about 3 minutes, then serve with white rice. Chiles should not be eaten.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1018024-sichuan-chicken-with-chiles"
"Romesco Egg Salad","Almond,Egg,Roasted Red Pepper,Breakfast,Brunch,Lunch,Snack,Weeknight,Main Course,Spring,Summer,Vegetarian","Yield: 3 to 4 servings","8
large eggs
⅓
cup extra-virgin olive oil
2
tablespoons sherry vinegar or red wine vinegar
½
teaspoon smoked paprika
1
small garlic clove, finely grated
½
cup coarsely chopped jarred, roasted red peppers

Salt and pepper
⅓
cup roasted, salted almonds, coarsely chopped, plus more for garnish
¼
cup coarsely chopped parsley leaves and stems, plus more for garnish","98 user ratings","25 minutes","Step 1
Bring a large pot of water to a boil, then gently add the eggs and simmer for 9½ minutes. Transfer to an ice bath to cool. (Eggs can be boiled and refrigerated up to 3 days ahead.)
Step 2
In a large bowl, stir together the olive oil, vinegar, smoked paprika, garlic and red peppers. Season with salt and pepper.
Step 3
Peel the eggs, then cut each into 8 pieces by quartering each lengthwise, then halving the wedges crosswise. Add the eggs, almonds and parsley to the bowl, season generously with salt and pepper and stir gently to combine. Taste an egg and add more salt and pepper until you can taste each element vividly. For a creamier, scoopable salad, mash the egg with your spoon or fork, then stir vigorously; as the yolks mix with the oil, they’ll bind the salad together. Garnish with more almonds, parsley and black pepper as desired. While best eaten shortly after it’s made, salad will keep refrigerated for up to 3 days.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023873-romesco-egg-salad"
"Roasted Vegetable Burritos","Burrito,Mushroom,Poblano,Sweet Potato,Main Course","Yield: 4 servings","12
ounces white, cremini or stuffing mushrooms, cut into ½-inch pieces
3
large poblano chiles (12 ounces), seeded and cut into 1-inch pieces
1
medium sweet potato (8 ounces), peeled and cut into ½-inch cubes
2
garlic cloves, minced
1
teaspoon dried oregano
1
teaspoon smoked paprika
¼
cup extra-virgin olive oil

Kosher salt and black pepper
1
cup shredded Monterey Jack (4 ounces)
1
Haas avocado, mashed with a fork
4
(9- to 10-inch) flour tortillas
½
cup sour cream
1
packed cup shredded butter or bibb lettuce
½
cup pico de gallo or salsa, store-bought or homemade","1141 user ratings","30 minutes","Step 1
Heat oven to 450 degrees. On a rimmed baking sheet, combine mushrooms, poblano chiles, sweet potato, garlic, oregano, smoked paprika and oil, and season with salt and pepper; toss to evenly coat. Roast, stirring halfway through, until vegetables are golden and tender, about 15 minutes. Push the vegetables into a 12-by-6-inch rectangle and sprinkle with the cheese; roast just until cheese melts, about 2 minutes longer.
Step 2
Spread one-quarter of the mashed avocado in the center of each tortilla. Top each with 2 tablespoons of the sour cream, ¼ cup lettuce and 2 tablespoons pico de gallo, then evenly divide the cheesy roasted vegetables on top. Fold the short sides of the tortilla in over the filling; fold the bottom of the tortilla up and over the filling and tightly roll. Serve warm.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1022905-roasted-vegetable-burritos"
"Carrot Risotto With Chile Crisp","Arborio Rice,Carrot,Chile Crisp,Dinner,Main Course,Fall,Spring,Winter,Vegetarian","Yield: 4 servings","2¼
pounds carrots, peeled
2
tablespoons store-bought or homemade chile crisp, plus more for serving

Kosher salt (such as Diamond Crystal) and black pepper
5
cups chicken or vegetable stock
4
tablespoons unsalted butter
1
large shallot, minced
3
garlic cloves, finely chopped
½
teaspoon ground coriander
½
cup dry white wine
1½
cups/10 ounces arborio rice
2½
ounces finely grated Parmesan (about 1¼ cups, packed), plus more for serving (optional)","6 user ratings","30 minutes","Step 1
Heat the oven to 400 degrees. Prep the carrots: If you’ve got a food processor, roughly chop ¾ pound carrots. Add them to the bowl of your food processor; pulse until they form very small, confetti-like flecks no larger than ¼-inch big ((you should have about 2 cups); set aside. (You can also coarsely grate the carrots using a box grater.) Slice the remaining 1½ pounds carrots on a sharp diagonal about ¼-inch thick; transfer to a baking sheet. Toss the sliced carrots with 2 tablespoons chile crisp. (If your chile crisp is predominantly crunchy bits, you can thin it with a little canola or vegetable oil, if needed.) Season the carrots generously with salt and pepper and bake until tender, about 15 minutes, stirring halfway through.
Step 2
Add the stock to a lidded saucepan (any size that will hold it will do); cover and warm over low.
Step 3
In a medium saucepan, melt 2 tablespoons butter over medium-high heat. Add the uncooked carrots, shallot, garlic and coriander; season generously with salt and pepper. Cook, stirring frequently, until very fragrant, 2 minutes.
Step 4
Add the wine to the carrot mixture and cook, stirring occasionally, until mostly evaporated, about 3 minutes.
Step 5
Stir the rice into the carrot mixture, reduce the heat to medium and cook, stirring, 2 minutes. Add 1 cup warmed stock and cook, stirring frequently, until the liquid is almost absorbed, about 3 minutes. Repeat 4 more times, adding warm liquid and stirring until absorbed.
Step 6
Once the rice is tender and creamy and all the stock has been absorbed, add the cheese and the remaining 2 tablespoons butter; stir vigorously to combine until the risotto feels silky, creamy, luxurious. Season the risotto to taste with salt and pepper.
Step 7
Divide risotto among shallow bowls or plates and top with the roasted carrots. Serve with additional chile crisp, for drizzling on top.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024086-carrot-risotto-with-chile-crisp"
"Squash and Spinach Salad With Sesame Vinaigrette","Salad,Sesame Oil,Sesame Seed,Spinach,Squash,Tahini,Dinner,Lunch,Weeknight,Appetizer,Main Course,Side Dish,Vegan","Yield: 4 servings","2
pounds kabocha squash, halved, seeded and cut into 1-inch-thick wedges then 2-inch-long pieces
6
tablespoons extra-virgin olive oil

Kosher salt (such as Diamond Crystal) and pepper
2
tablespoons white sesame seeds
2
tablespoons tahini
2
tablespoons lemon juice
1
teaspoon toasted sesame oil
½
teaspoon low-sodium soy sauce
½
teaspoon minced garlic
5
ounces baby spinach
¼
cup chopped scallions","73 user ratings","30 minutes","Step 1
Heat oven to 450 degrees. On a large sheet pan, combine squash and 2 tablespoons of the oil; season with salt and pepper. Toss to evenly coat, then arrange squash in a single layer, cut-sides down. Roast until golden and tender, flipping squash halfway through, 25 minutes.
Step 2
Meanwhile, in a small nonstick skillet, toast sesame seeds over medium-low, stirring frequently, until deep golden, about 5 minutes. Transfer half the toasted seeds to a medium bowl, then transfer the remainder to a small bowl to reserve for garnish.
Step 3
To the medium bowl, add tahini, lemon juice, sesame oil, soy sauce, garlic and 1 tablespoon of water. While whisking constantly, slowly drizzle in the remaining ¼ cup oil until smooth; season with salt and pepper.
Step 4
In a large bowl, toss spinach with 3 tablespoons of the dressing; divide among plates. Divide roasted squash on top and drizzle with some of the remaining dressing. Top each salad with some of the scallions and reserved sesame seeds.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023809-squash-and-spinach-salad-with-sesame-vinaigrette"
"Vegan Sopa de Maní (Bolivian Peanut Soup)","South American,Cilantro,Cumin,Green Bell Pepper,Nutritional Yeast,Parsley,Pea,Peanut,Penne,Serrano,Soup,Yukon Gold Potato,Dinner,Lunch,Main Course,Vegan","Yield: 4 to 6 servings (about 3½ quarts)","For the Toasted Noodles
½
cup/about 2 ounces penne rigate or any thin, tube-shaped pasta
For the Peanut Purée
2
cups/9 ounces blanched raw peanuts
For the Soup
2
tablespoons olive oil
2
medium carrots, diced
2
celery stalks, diced
1
medium yellow onion, diced
1
small green bell pepper, diced
1
dried bay leaf
6½
cups water or vegetable stock (store-bought or homemade), plus more if necessary
3
garlic cloves
1
small serrano chile, minced
2
(9-gram) cubes vegan “chicken” bouillon (such as Edward & Sons Not-Chick’n Bouillon)
2
(10-gram) cubes vegetable bouillon (such as Knorr Vegetarian Vegetable Bouillon)
1½
teaspoons coarse kosher salt
1
teaspoon ground cumin
1
teaspoon dried quilquiña (see Tip) or dried cilantro
1
teaspoon locoto powder (optional; see Tip)
¼
teaspoon nutritional yeast
1
lightly packed cup flat-leaf parsley leaves, finely chopped, plus more for garnish
1
packed cup cilantro leaves and tender stems, finely chopped
1
medium Yukon Gold potato, diced
5
ounces fresh or frozen green peas (rinsed if frozen)

Homemade or store-bought fried matchstick potatoes (optional; see Tip), for garnish","13 user ratings","1½ hours","Step 1
Prepare the noodles: Toast the penne in a dry, shallow pan, without oil, over medium heat. (Be careful not to overcrowd the pan, or the noodles won’t toast evenly; separate into batches if necessary.) Using a spatula or tongs, move the penne back and forth so they toast on all sides, until they are just a shade shy of golden, 4 to 6 minutes. Remove from the heat and keep stirring as the noodles continue to darken. Set aside.
Step 2
Make the peanut purée: In a blender, purée the peanuts and 1½ cups water, starting on low speed and increasing the speed as needed. Add another 1 cup water and blend until creamy. Set aside.
Step 3
Prepare the soup: Heat the oil in a 6-quart (or larger), heavy-bottomed pot over medium. Add the carrots, celery, onion, green bell pepper and bay leaf and cook, stirring occasionally, until the onion is translucent, 5 to 10 minutes.
Step 4
Add the water or stock, peanut purée, garlic, serrano chile, both types of bouillon cubes, salt, cumin, dried quilquiña, locoto powder (if using) and nutritional yeast, plus half the parsley and half the cilantro. Stir until well mixed.
Step 5
Bring to a low boil while stirring constantly, so the peanut purée doesn’t stick to the bottom of the pot. Continue to cook at a low boil, stirring frequently, for 7 minutes. (Keep an eye on the pot, as the soup can boil over quickly.) Add the potato and the toasted pasta then reduce the heat and let simmer until the potato is cooked through and the pasta is just tender, 10 to 12 minutes, stirring in the peas and the remaining parsley and cilantro halfway through. (The soup should have some body, but should not be as thick as a chowder. If necessary, add a little more water or vegetable stock to thin it to the desired consistency.) Discard the bay leaf.
Step 6
Serve the soup in bowls and top with the matchstick potatoes, if using, and parsley to taste, for a touch of brightness and color.
Quilquiña (also known as Bolivian coriander and papalo) is an aromatic herb with a taste akin to cilantro, but stronger. Locoto (also known as rocoto) powder is made from locoto chiles, which are fruity and more potent than jalapeños, ranging in heat level from cayenne to habanero. Quilquiña and locoto powder can be found in Latin markets or ordered from specialty grocers online.
To make matchstick potatoes, julienne 1 peeled russet potato and fry in ½ inch neutral oil over medium-high heat until golden brown and crisp, turning occasionally, 3 to 4 minutes. Dust with salt.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024087-vegan-sopa-de-mani-bolivian-peanut-soup"
"Buttermilk Sugar Biscuits","American,Biscuit,Buttermilk,Sugar,Unsalted Butter,Breakfast,Brunch,Snack","Yield: 9 biscuits","1
cup/227 grams cold unsalted butter
3⅓
cups/425 grams all-purpose flour, plus more for rolling
½
cup/100 grams granulated sugar
1
tablespoon baking powder
2½
teaspoons kosher salt (such as Diamond Crystal) or 1¾ teaspoons fine sea salt
1¼
cups/300 grams cold buttermilk

Melted butter and flaky sea salt (both optional), for finishing","178 user ratings","1 hour","Step 1
Heat oven to 375 degrees and line a large sheet pan with parchment paper or foil.
Step 2
Coarsely grate the butter onto a plate, then freeze until cold and hard, at least 10 minutes. Meanwhile, in a large bowl, whisk together the flour, sugar, baking powder and salt. Add the butter to the dry ingredients. Using a spoon, toss together until all of the butter is coated with flour.
Step 3
Add half the buttermilk and toss with the spoon. When incorporated, add the rest of the buttermilk and gently toss again, without mashing together or overmixing, until the dry ingredients are lightly hydrated throughout. The mixture will be crumbly.
Step 4
Flour a clean surface and dump the mixture directly onto it. Using your hands, gently press the crumbs together and then use a floured rolling pin or empty wine bottle to roll the mass gently but firmly into a 1-inch-thick rectangle. Fold the dough in half: Using a bench scraper, lift the top half off the surface and fold it over the bottom half. This step may be crumbly and messy at first, but just go for it and fold what you can down from the top. Repeat this roll-and-fold motion 5 times, flouring the surface and dough as needed and using the bench scraper to straighten the edges as needed. The dough will come together as you roll it. Rotate the mixture after each fold to create a square.
Step 5
Build the final layer: Fold the dough in half one last time, then roll to about 1½ inches thick to create a 6-inch square, using the bench scraper to straighten out the edges.
Step 6
Using the bench scraper or a sharp knife, cut straight down into the square to create a 3-by-3 grid of 9 squares, then place them on your sheet pan, upside down if you’d like taller biscuits. Bake for 25 to 35 minutes, rotating the pan halfway through, until risen, golden brown on top, and slightly pale on the sides. Don’t worry if a couple of the biscuits tip over or if melted butter pools underneath. Brush the tops with melted butter and sprinkle with flaky sea salt, if using.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024061-buttermilk-sugar-biscuits"
"Lemony Greek Chicken, Spinach and Potato Stew","One Pot,Dill,Garlic,Ground Chicken,Lemon,Oregano,Rosemary,Spinach,Yukon Gold Potato,Dinner,Easy,Quick,Weeknight,Main Course","Yield: 4 to 5 servings","¼
cup extra-virgin olive oil
1
red or yellow onion, finely chopped
8
large garlic cloves, smashed and finely chopped
1½
teaspoons coarse kosher salt, plus more to taste
1
pound ground chicken
1
heaping tablespoon roughly chopped fresh rosemary (leaves of about 1 large sprig) or 1½ teaspoons dried rosemary
1½
teaspoons dried oregano
1
teaspoon red-pepper flakes

Black pepper
1½
pounds Yukon gold potatoes (about 3 medium), scrubbed and chopped into ½-inch chunks
6
cups chicken broth

Juice of 1 large lemon (about ¼ cup juice)
1
(8-ounce) bunch mature spinach, stems included, chopped, or 1½ cups frozen leaf spinach
¼ to ⅓
cup lightly packed roughly chopped dill

Crumbled feta and crushed pita chips, for topping","548 user ratings","35 minutes","Step 1
In a large pot or Dutch oven, warm the oil over high heat. Add the onion, garlic and salt and cook, stirring, until the onion and garlic are softened and just starting to brown, 5 minutes. (Decrease the heat to medium-high if necessary to prevent scorching.)
Step 2
Decrease the heat to medium-high and add the chicken, rosemary, oregano, red-pepper flakes and several generous grinds of black pepper. Cook, breaking up the chicken into crumbles, until the meat starts to lose its translucent pinkness and is turning white, about 2 minutes. Add the potatoes and stir well to combine. Add the chicken broth and half the lemon juice, scraping up any browned bits on the bottom. Bring to a rolling boil and then lower the heat to maintain a very brisk simmer. Simmer until the potatoes are nearly tender, 15 minutes.
Step 3
Add the spinach and dill, to taste. Continue to simmer briskly until the potatoes are tender, about 5 minutes more. Taste and add some or all of the remaining lemon juice, as well as more salt and pepper, if desired. Serve in bowls topped with feta and crushed pita chips.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024015-lemony-greek-chicken-spinach-and-potato-stew"
"Rosemary Chicken Ragù","Pastas,Sauces And Gravies,Anchovy,Chicken Thigh,Crushed Canned Tomato,Fettuccine,Rosemary,Tomato Paste,Dinner,Easy,Weeknight,Main Course","Yield: 4 servings","3
tablespoons unsalted butter
3
tablespoons tomato paste
6
garlic cloves, finely grated or chopped
4
anchovy fillets
1
teaspoon red-pepper flakes
1
rosemary sprig (or ¾ teaspoon dried)
½
cup dry white wine (optional)
1½ to 2
pounds boneless, skinless chicken thighs
1
(28-ounce) can crushed or whole tomatoes

Salt
1
pound long noodles like pappardelle or fettuccine

Grated Parmesan, for serving","248 user ratings","About 1 hour","Step 1
Melt the butter in a large Dutch oven or pot over medium. Add the tomato paste, garlic, anchovies, red-pepper flakes and rosemary. Stir until the tomato paste is a shade darker and sticking to the bottom of the pot, 2 to 4 minutes. If you have some white wine open, add ½ cup and simmer until nearly all evaporated, 2 to 4 minutes.
Step 2
Add the chicken and tomatoes and season generously with salt. If using whole tomatoes, break them up with your spoon. It may not seem like a lot of liquid, but the chicken will give off juices in time. Bring to a boil over medium-high, then reduce heat to gently simmer over medium-low until the chicken’s cooked through and the sauce is flavorful, 30 to 35 minutes.
Step 3
Meanwhile, bring a large pot of salted water to a boil.
Step 4
When the chicken is ready, turn off the heat under the sauce. Add the pasta to the boiling water and cook until al dente. Reserve 1 cup pasta water, then drain the pasta. While the pasta’s cooking, remove the rosemary from the sauce. Using two forks, shred the chicken right in the pot. Taste and adjust with salt. Return to medium-low to keep warm and thicken slightly until the pasta is ready. (Some chicken is so juicy that the sauce might seem thin; just simmer it until it’s thickened.)
Step 5
Add the pasta to the sauce and toss assertively over medium-high until the pasta is well coated. Add pasta water as needed to help the sauce cling to the pasta. Serve with grated Parmesan on top.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024028-rosemary-chicken-ragu"
"Pizza Sauce for Chicago Thin-Crust Pizza","American,Sauces And Gravies,Canned Tomato,Make Ahead,Tomato Paste,Easy,Quick","Yield: About 4 cups (enough for 4 to 6 pizzas)","1
(28-ounce) can whole peeled tomatoes with their juices
1
(6-ounce) can tomato paste
4
medium garlic cloves, minced
2
tablespoons extra-virgin olive oil
2
tablespoons dried Italian seasoning (see Tip)
1
tablespoon granulated sugar, or to taste
2
teaspoons red-wine vinegar, or to taste
2
teaspoons garlic powder
1
teaspoon kosher salt (such as Diamond Crystal)","74 user ratings","About 5 minutes","Step 1
Combine all ingredients in a blender or food processor, and pulse until mostly smooth but a few small bits of tomato remain. Store in a sealed container in the refrigerator for up to 1 week.
Dried Italian seasoning is important here, as is garlic powder. If you prefer, you can use a mixture of any or all of oregano, marjoram, thyme, basil, parsley and rosemary, dried or fresh, in place of the Italian seasoning.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023970-pizza-sauce-for-chicago-thin-crust-pizza"
"Phở Gà (Chicken Pho)","Vietnamese,Chicken Drumstick,Chicken Soup,Chicken Wing,Cilantro,Fish Sauce,Fresh Ginger,Make Ahead,Pho,Rice Noodle,Dinner,Lunch,Main Course","Yield: 4 servings","2
yellow onions
1
small bunch cilantro
1
jalapeño
8
whole star anise
5
whole cloves
1
cinnamon stick
1
teaspoon black peppercorns
1
(4-inch) piece fresh ginger, scrubbed and sliced
2½
pounds chicken drumsticks and wings

Kosher salt (such as Diamond Crystal)
1
tablespoon Chinese rock sugar or 2 teaspoons granulated sugar
2
tablespoons fish sauce, plus more to taste
14 to 16
ounces dried rice noodles (¼-inch wide)

Bean sprouts and fresh basil leaves, for serving

Lime wedges, hoisin and Sriracha, for serving","50 user ratings","1 hour 20 minutes","Step 1
Trim the brown root ends off the onions, but keep the clean part of the root intact. Quarter the onions lengthwise with their skins on and through the roots so the wedges stay connected. Trim the stems off the cilantro and tie with kitchen string; save the leaves with tender stems for serving. Trim and reserve both ends of the jalapeño; thinly slice the remaining chile and save for serving.
Step 2
Toast the star anise, cloves, cinnamon and peppercorns in a large pot over medium heat until fragrant, 2 to 3 minutes. Transfer to a medium bowl. Place the onions, ginger and reserved jalapeño ends in the pot, raise the heat to medium-high and char, turning occasionally, until evenly charred, 5 to 7 minutes. Transfer to the spice bowl.
Step 3
Add the chicken, 1 tablespoon salt and 6 cups water to the pot and raise the heat to high. Bring to a boil, then reduce the heat to maintain a steady simmer. Skim off and discard the foam and dirty bits on the surface.
Step 4
Add the spices and charred vegetables to the pot, along with the sugar, fish sauce and cilantro stems. Cover almost all the way and simmer gently on the lowest heat setting possible until the chicken is cooked through, about 35 minutes.
Step 5
Using tongs, transfer the chicken to a sieve and rinse under cold water to help keep the meat from turning gray and to make it cool enough to handle. Slip the meat off the bones and place the meat in a bowl (it’s OK if some meat remains on the bones). Return the bones and skin to the broth. When it returns to a simmer, taste and add more fish sauce or salt if needed. The broth should be intensely flavorful, bordering on salty, because the rice noodles will temper its savoriness. To prepare this dish ahead, you can strain the broth and refrigerate it and the chicken meat in separate containers for up to 5 days.
Step 6
Bring a large pot of water to a boil. Add the noodles and cook until pliable but not soft all the way through, about a minute less than the package directions. Drain, rinse under cold water until cool, then return to the pot. Add the chicken meat and pour in the broth through a sieve. Bring to a boil over high heat, then divide among serving bowls. Top with the bean sprouts, basil and cilantro sprigs and serve with the lime wedges, jalapeño slices, hoisin and Sriracha for seasoning to taste.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024023-ph-ga-chicken-pho"
